Item_FatContent,Item_Weight,Total_Sales,Outlet_Type,Rating,Outlet_Size,Outlet_LocationType,Outlet_Identifier,Item_Type,Item_Identifier,Outlet_EstablishmentYear,Item_Visibility
LowFat,17.5,182.6266,SupermarketType2,4,Medium,Tier3,OUT018,FruitsandVegetables,FDN32,2022,0.015623754
Regular,,155.7314,GroceryStore,4,Small,Tier1,OUT019,Meat,FDW27,1998,0.264124669
LowFat,12.35,120.5124,SupermarketType1,4,Medium,Tier1,OUT049,Household,NCJ18,2012,0.164196823
Regular,,49.6008,GroceryStore,4,Small,Tier1,OUT019,SnackFoods,FDS09,1998,0.141975462
LowFat,18.25,196.7452,SupermarketType1,4,Small,Tier2,OUT045,FrozenFoods,FDW28,2015,0.089004389
Regular,10.3,85.854,SupermarketType1,4,High,Tier3,OUT013,SnackFoods,FDU46,2000,0.011117041
LF,12.5,169.9448,SupermarketType1,4,Small,Tier2,OUT035,Household,NCE43,2017,0.103422709
Regular,20.25,93.212,SupermarketType1,4,Small,Tier1,OUT046,Canned,FDB14,2010,0.102723919
Regular,,40.2822,SupermarketType3,4,Medium,Tier3,OUT027,SoftDrinks,DRB48,1998,0.024733134
LowFat,15.85,38.6506,SupermarketType1,4,Small,Tier2,OUT017,Canned,FDA13,2020,0.078999287
LowFat,6.26,111.3228,SupermarketType1,4,Small,Tier2,OUT017,Household,NCV42,2020,0.031599715
LowFat,7.975,85.125,SupermarketType1,4,Small,Tier2,OUT045,BakingGoods,FDG24,2015,0.014660821
LowFat,12.3,247.846,SupermarketType1,4,Small,Tier2,OUT045,Household,NCH06,2015,0.076709639
LowFat,,184.7266,SupermarketType3,4,Medium,Tier3,OUT027,FruitsandVegetables,FDU56,1998,0
LF,8.895,235.8616,SupermarketType1,4,Small,Tier2,OUT035,HardDrinks,DRK59,2017,0.07543556
reg,,37.4506,GroceryStore,4,Small,Tier1,OUT019,FrozenFoods,FDH28,1998,0.192650072
Regular,15.25,177.966,SupermarketType1,4,Medium,Tier1,OUT049,SnackFoods,FDV57,2012,0.065999008
Regular,,196.8768,SupermarketType3,4,Medium,Tier3,OUT027,FruitsandVegetables,FDR56,1998,0.100277876
LowFat,19.2,127.831,SupermarketType1,4,Medium,Tier2,OUT045,Household,NCG42,2015,0
LF,10,144.0102,SupermarketType1,4,Medium,Tier2,OUT017,HealthandHygiene,NCX29,2020,0.089656812
LowFat,,95.9752,GroceryStore,4,Small,Tier1,OUT019,SoftDrinks,DRN36,1998,0.087854925
LowFat,5.695,258.5646,SupermarketType2,4,Medium,Tier3,OUT018,FrozenFoods,FDK28,2022,0.065857092
LowFat,18.2,37.819,SupermarketType1,4,Medium,Tier2,OUT045,FruitsandVegetables,FDR43,2015,0.161817014
LF,8.895,112.7544,SupermarketType1,4,Medium,Tier2,OUT045,Household,NCN18,2015,0.124967595
LowFat,8.71,49.5376,GroceryStore,4,Medium,Tier3,OUT010,Canned,FDR49,2011,0.233039817
LowFat,18.1,158.1288,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDC15,2012,0.17824575
Regular,8.71,43.8744,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDI27,2012,0.04605781
LowFat,12.15,252.0698,GroceryStore,4,Medium,Tier3,OUT010,FrozenFoods,FDD29,2011,0.030815427
LF,14.1,139.8496,SupermarketType1,4,Small,Tier1,OUT046,Canned,FDI14,2010,0.089677773
LowFat,,168.4158,GroceryStore,4,Small,Tier1,OUT019,Dairy,FDW50,1998,0.132327406
LowFat,19.75,190.6872,SupermarketType1,4,Medium,Tier2,OUT017,FruitsandVegetables,FDT31,2020,0.012518707
Regular,10.3,78.696,SupermarketType1,4,Medium,Tier2,OUT017,Canned,FDJ14,2020,0.050353695
LowFat,,108.5912,SupermarketType3,4,Medium,Tier3,OUT027,Others,NCQ43,1998,0.110762642
LowFat,10.8,193.4504,SupermarketType1,4,Medium,Tier2,OUT017,Dairy,FDU38,2020,0.083016832
LowFat,19.1,40.2138,GroceryStore,4,Medium,Tier3,OUT010,Dairy,DRF03,2011,0.075836522
Regular,6.785,211.0928,SupermarketType1,4,Small,Tier2,OUT035,SnackFoods,FDX22,2017,0.022970468
Regular,5.78,264.9568,SupermarketType1,4,Medium,Tier2,OUT045,SnackFoods,FDL58,2015,0.07429945
Regular,20.25,194.1162,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDD40,2012,0.014816356
LowFat,13.65,149.005,SupermarketType1,4,Medium,Tier2,OUT045,FruitsandVegetables,FDT08,2015,0.049318315
LowFat,8.68,99.7384,SupermarketType2,4,Medium,Tier3,OUT018,FrozenFoods,FDC53,2022,0.008871687
LowFat,,36.2506,GroceryStore,4,Small,Tier1,OUT019,HardDrinks,DRK35,1998,0.125793938
LowFat,6.26,110.2228,SupermarketType1,4,Medium,Tier1,OUT049,Household,NCV42,2012,0.031470832
Regular,6.92,91.8804,SupermarketType1,4,Medium,Tier2,OUT017,Breakfast,FDL25,2020,0.131665479
LowFat,9.195,182.7634,SupermarketType1,4,Small,Tier1,OUT046,SnackFoods,FDE34,2010,0.107891398
LowFat,9.8,192.1478,SupermarketType1,4,High,Tier3,OUT013,Others,NCK19,2000,0.090390357
LowFat,,109.2228,SupermarketType3,4,Medium,Tier3,OUT027,FruitsandVegetables,FDO44,1998,0.087029712
LowFat,9.13,152.3024,SupermarketType1,4,Medium,Tier2,OUT045,Household,NCF31,2015,0.051952573
LowFat,20.85,193.9452,SupermarketType1,4,Small,Tier1,OUT046,SnackFoods,FDV58,2010,0.121250374
LowFat,20.85,115.1808,SupermarketType2,4,Medium,Tier3,OUT018,Meat,FDN27,2022,0
LowFat,19.2,112.9886,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDZ52,2012,0.100230114
LowFat,6.675,90.7462,SupermarketType1,4,Small,Tier2,OUT035,SnackFoods,FDR58,2017,0.041913535
LF,,87.9172,SupermarketType3,4,Medium,Tier3,OUT027,StarchyFoods,FDC11,1998,0.141106202
LowFat,16.85,90.7488,SupermarketType1,4,Medium,Tier2,OUT045,SnackFoods,FDL22,2015,0.036463975
LowFat,7.435,206.9638,SupermarketType1,4,Medium,Tier2,OUT045,StarchyFoods,FDC35,2015,0.123086812
Regular,9.195,160.5578,SupermarketType1,4,Medium,Tier2,OUT017,SnackFoods,FDX33,2020,0.118149377
Regular,16,79.5986,SupermarketType1,4,High,Tier3,OUT013,Dairy,FDC40,2000,0.065009745
LF,20.6,120.1756,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDP24,2012,0.083133128
LowFat,20.35,127.9678,SupermarketType2,4,Medium,Tier3,OUT018,Household,NCQ42,2022,0.039428167
LowFat,8.195,93.1462,SupermarketType2,4,Medium,Tier3,OUT018,BakingGoods,FDY59,2022,0
LowFat,17.75,248.675,SupermarketType1,4,Medium,Tier2,OUT045,Dairy,FDU14,2015,0.034823127
Regular,19,188.7214,SupermarketType2,4,Medium,Tier3,OUT018,FruitsandVegetables,FDT32,2022,0.065901299
LowFat,,174.837,SupermarketType3,4,Medium,Tier3,OUT027,SnackFoods,FDX09,1998,0.064933297
LowFat,,58.7904,SupermarketType3,4,Medium,Tier3,OUT027,SoftDrinks,DRI37,1998,0.107076832
LowFat,17.1,112.3886,SupermarketType1,4,Medium,Tier2,OUT045,FruitsandVegetables,FDL20,2015,0.128674983
Regular,,145.2102,GroceryStore,4,Small,Tier1,OUT019,FrozenFoods,FDE05,1998,0
LowFat,18.5,118.4124,SupermarketType1,4,High,Tier3,OUT013,SnackFoods,FDE58,2000,0.052025392
Regular,11.6,238.3222,SupermarketType1,4,Small,Tier1,OUT046,Dairy,FDZ26,2010,0.144017405
LowFat,16,142.3496,SupermarketType1,4,Medium,Tier2,OUT017,SnackFoods,FDL34,2020,0.041177505
LowFat,14.15,51.6982,SupermarketType2,4,Medium,Tier3,OUT018,Dairy,DRG39,2022,0.042352822
LowFat,5.655,147.4102,SupermarketType1,4,Medium,Tier1,OUT049,SoftDrinks,DRF01,2012,0.175352413
Regular,20,46.2744,SupermarketType1,4,Medium,Tier2,OUT017,FruitsandVegetables,FDR20,2020,0.028282832
LowFat,11.8,46.5402,GroceryStore,4,Medium,Tier3,OUT010,FruitsandVegetables,FDY07,2011,0
Regular,16.75,102.8674,SupermarketType1,4,Medium,Tier2,OUT045,Canned,FDD38,2015,0.008208342
LowFat,13.3,234.03,SupermarketType2,4,Medium,Tier3,OUT018,Dairy,FDD03,2022,0.080131363
LowFat,18.85,194.6136,SupermarketType1,4,High,Tier3,OUT013,Household,NCL18,2000,0.167444431
LowFat,12.15,253.1698,SupermarketType2,4,Medium,Tier3,OUT018,FrozenFoods,FDD29,2022,0.018485511
LowFat,4.785,120.1098,SupermarketType1,4,High,Tier3,OUT013,Breads,FDU11,2000,0.092516598
Regular,20,105.3622,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDL02,2012,0.104245198
Regular,,43.4112,SupermarketType3,4,Medium,Tier3,OUT027,Meat,FDO51,1998,0.041779181
Regular,13.65,212.9902,SupermarketType1,4,Medium,Tier2,OUT017,Canned,FDT01,2020,0.18520944
LowFat,11.1,189.2846,SupermarketType1,4,Medium,Tier1,OUT049,FruitsandVegetables,FDJ08,2012,0.11084417
LowFat,8.785,123.0414,GroceryStore,4,Medium,Tier3,OUT010,FruitsandVegetables,FDU32,2011,0
Regular,20.6,185.9556,SupermarketType1,4,Small,Tier2,OUT035,FruitsandVegetables,FDG09,2017,0.04792722
LowFat,7.89,121.0782,SupermarketType1,4,Medium,Tier2,OUT045,Dairy,FDE39,2015,0.036207786
LowFat,16.85,185.8266,SupermarketType1,4,High,Tier3,OUT013,FruitsandVegetables,FDU56,2000,0.044377096
LowFat,16.35,127.402,SupermarketType1,4,Medium,Tier2,OUT045,Household,NCH55,2015,0.034742632
Regular,,197.3768,SupermarketType3,4,Medium,Tier3,OUT027,FruitsandVegetables,FDC33,1998,0.068604503
LowFat,,116.8124,SupermarketType3,4,Medium,Tier3,OUT027,Household,NCV54,1998,0.03294861
LowFat,,50.2324,SupermarketType3,4,Medium,Tier3,OUT027,SoftDrinks,DRH25,1998,0.014522363
LowFat,14.6,181.7976,SupermarketType1,4,Small,Tier2,OUT035,Household,NCT18,2017,0.059393919
LowFat,11.3,194.4478,SupermarketType1,4,Small,Tier1,OUT046,Household,NCV06,2010,0.066681333
LowFat,10.395,160.0604,SupermarketType1,4,Medium,Tier1,OUT049,Seafood,FDH21,2012,0.031273559
LowFat,20.7,175.8028,SupermarketType1,4,Small,Tier1,OUT046,Dairy,FDR26,2010,0.042836778
LowFat,,147.176,GroceryStore,4,Small,Tier1,OUT019,Dairy,FDA14,1998,0.114127418
LowFat,19.35,167.0474,SupermarketType1,4,Small,Tier1,OUT046,FruitsandVegetables,FDN20,2010,0.026181893
LowFat,15.2,50.3034,SupermarketType1,4,Medium,Tier2,OUT017,HealthandHygiene,NCN29,2020,0.012184999
LowFat,14.3,78.2302,SupermarketType2,4,Medium,Tier3,OUT018,FrozenFoods,FDI28,2022,0.026428924
Regular,,146.8102,SupermarketType3,4,Medium,Tier3,OUT027,Dairy,FDA03,1998,0.045243613
Regular,10.1,38.2848,SupermarketType1,4,Medium,Tier2,OUT017,SnackFoods,FDU10,2020,0.045950475
Regular,,41.548,SupermarketType3,4,Medium,Tier3,OUT027,Canned,FDP13,1998,0.133673087
LowFat,5.03,122.6756,SupermarketType1,4,Small,Tier2,OUT035,Household,NCK06,2017,0.008644894
LowFat,7.285,173.6054,SupermarketType1,4,Small,Tier2,OUT035,Household,NCY18,2017,0.031145743
LowFat,,164.3842,SupermarketType3,4,Medium,Tier3,OUT027,Canned,FDE38,1998,0.044391149
LowFat,18.25,199.0084,SupermarketType1,4,Small,Tier1,OUT046,SnackFoods,FDB59,2010,0.015278899
Regular,16.75,72.3038,SupermarketType1,4,Medium,Tier1,OUT049,Meat,FDO15,2012,0.008579863
LowFat,12.1,178.166,GroceryStore,4,Medium,Tier3,OUT010,HardDrinks,DRN47,2011,0.028164527
Regular,19.5,158.992,SupermarketType1,4,Small,Tier1,OUT046,Canned,FDB38,2010,0.0273467
LowFat,13.65,230.6668,SupermarketType1,4,Medium,Tier2,OUT017,Breads,FDT59,2020,0.016001434
Regular,13.15,170.6764,SupermarketType1,4,Small,Tier2,OUT035,FruitsandVegetables,FDG08,2017,0.165328057
reg,20.6,211.4244,SupermarketType1,4,Small,Tier1,OUT046,Dairy,FDY26,2010,0.030510526
LowFat,6.28,87.9198,SupermarketType1,4,Small,Tier2,OUT035,SoftDrinks,DRE13,2017,0.027699863
Regular,5.925,42.8086,SupermarketType1,4,Small,Tier1,OUT046,Dairy,FDE51,2010,0.09646733
Regular,16.1,107.7596,SupermarketType1,4,High,Tier3,OUT013,FruitsandVegetables,FDV56,2000,0.013584408
Regular,12.15,164.1552,SupermarketType1,4,Medium,Tier1,OUT049,FruitsandVegetables,FDU44,2012,0.058516562
Regular,19.25,82.1908,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDU16,2012,0.058365706
LowFat,9.5,110.7228,SupermarketType1,4,Medium,Tier2,OUT045,FruitsandVegetables,FDV07,2015,0.031346387
LowFat,,153.4682,SupermarketType3,4,Medium,Tier3,OUT027,Canned,FDW01,1998,0.063750302
LowFat,,81.425,SupermarketType3,4,Medium,Tier3,OUT027,BakingGoods,FDG24,1998,0.014560297
LowFat,,53.2614,SupermarketType3,4,Medium,Tier3,OUT027,FrozenFoods,FDO04,1998,0.026408698
LowFat,12.3,106.3938,SupermarketType1,4,Small,Tier2,OUT035,SoftDrinks,DRB25,2017,0.069446588
Regular,14.3,89.8856,SupermarketType1,4,Small,Tier1,OUT046,FruitsandVegetables,FDF08,2010,0.065207559
LowFat,19.1,38.8138,SupermarketType1,4,Small,Tier2,OUT035,Dairy,DRF03,2017,0.045299563
lowfat,8.71,93.7778,SupermarketType1,4,High,Tier3,OUT013,Canned,FDE02,2000,0.121149472
LowFat,19.5,179.3002,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDW49,2012,0
LowFat,15.85,174.737,SupermarketType1,4,Medium,Tier2,OUT017,Breads,FDR23,2020,0
LowFat,,85.1224,SupermarketType3,4,Medium,Tier3,OUT027,HealthandHygiene,NCJ29,1998,0.035022503
Regular,,102.699,SupermarketType3,4,Medium,Tier3,OUT027,Canned,FDZ01,1998,0.009014978
LowFat,6.13,54.0298,SupermarketType2,4,Medium,Tier3,OUT018,FruitsandVegetables,FDG44,2022,0.102607233
Regular,10.5,162.421,SupermarketType1,4,Medium,Tier2,OUT045,BakingGoods,FDA47,2015,0
LowFat,8.93,55.4614,SupermarketType1,4,Medium,Tier2,OUT045,Household,NCD19,2015,0
LF,,113.1544,SupermarketType3,4,Medium,Tier3,OUT027,BakingGoods,FDN12,1998,0.08071118
LowFat,18.85,129.6336,SupermarketType1,4,Medium,Tier1,OUT049,HardDrinks,DRP35,2012,0.091008572
Regular,6.575,143.5444,SupermarketType1,4,Small,Tier2,OUT035,Breads,FDN23,2017,0.07549348
Regular,,79.3276,SupermarketType3,4,Medium,Tier3,OUT027,FrozenFoods,FDH40,1998,0.078547351
LowFat,13.65,184.4924,SupermarketType2,4,Medium,Tier3,OUT018,SnackFoods,FDA21,2022,0.036107198
LowFat,13.6,195.4136,SupermarketType1,4,High,Tier3,OUT013,SnackFoods,FDA46,2000,0.117537563
LowFat,,112.0202,SupermarketType3,4,Medium,Tier3,OUT027,Others,NCM19,1998,0.047008497
Regular,5.785,87.1856,SupermarketType1,4,Small,Tier2,OUT035,FruitsandVegetables,FDQ31,2017,0
LowFat,,89.4172,GroceryStore,4,Small,Tier1,OUT019,Meat,FDK55,1998,0.045105407
LowFat,6.13,59.3536,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,DRG15,2012,0.076855207
Regular,,188.4214,GroceryStore,4,Small,Tier1,OUT019,FruitsandVegetables,FDT32,1998,0.114916546
LowFat,16.5,208.5638,SupermarketType1,4,High,Tier3,OUT013,Canned,FDN02,2000,0.07376631
Regular,,108.6912,SupermarketType3,4,Medium,Tier3,OUT027,FrozenFoods,FDJ40,1998,0.049349121
lowfat,,146.0418,GroceryStore,4,Small,Tier1,OUT019,Canned,FDU13,1998,0.328390948
Regular,10.195,197.511,SupermarketType1,4,Small,Tier2,OUT035,Meat,FDS27,2017,0.012455787
LowFat,,153.2998,GroceryStore,4,Small,Tier1,OUT019,HardDrinks,DRM59,1998,0.006289291
LowFat,20.2,62.051,GroceryStore,4,Medium,Tier3,OUT010,Household,NCV30,2011,0.110356797
Regular,8.05,112.2518,SupermarketType1,4,High,Tier3,OUT013,Dairy,FDA51,2000,0.164542555
LowFat,16.75,36.8532,SupermarketType1,4,Medium,Tier1,OUT049,HealthandHygiene,NCY41,2012,0.07585337
LowFat,15.1,147.4076,SupermarketType1,4,Small,Tier1,OUT046,FrozenFoods,FDM52,2010,0.025993423
LowFat,16.75,89.4856,SupermarketType1,4,Medium,Tier1,OUT049,Breads,FDS47,2012,0.129086113
Regular,5.86,154.1314,SupermarketType2,4,Medium,Tier3,OUT018,Meat,FDW27,2022,0.151467821
LowFat,11.15,45.0744,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDD51,2012,0.120139206
LowFat,8.39,162.2868,SupermarketType1,4,Small,Tier1,OUT046,Household,NCN06,2010,0.120497266
Regular,5.675,155.5288,SupermarketType1,4,Small,Tier2,OUT035,SnackFoods,FDR57,2017,0.023492524
LowFat,,121.844,SupermarketType3,4,Medium,Tier3,OUT027,HealthandHygiene,NCO17,1998,0.073024401
Regular,8.895,125.173,SupermarketType1,4,Medium,Tier2,OUT017,SnackFoods,FDJ33,2020,0.088821765
LowFat,10.895,263.0568,SupermarketType1,4,Small,Tier1,OUT046,Dairy,FDB15,2010,0.136810742
LowFat,,144.847,GroceryStore,4,Small,Tier1,OUT019,BakingGoods,FDZ12,1998,0
LowFat,20,35.019,SupermarketType2,4,Medium,Tier3,OUT018,Others,NCI31,2022,0.08165845
LowFat,10.1,153.4656,SupermarketType1,4,Medium,Tier2,OUT017,HealthandHygiene,NCV05,2020,0.030379382
LowFat,12.1,164.6526,GroceryStore,4,Medium,Tier3,OUT010,Dairy,DRG51,2011,0.019314961
LowFat,20.6,119.5756,SupermarketType1,4,High,Tier3,OUT013,BakingGoods,FDP24,2000,0.082935004
Regular,5.46,142.6786,SupermarketType1,4,High,Tier3,OUT013,FruitsandVegetables,FDN56,2000,0.106968096
LowFat,9.395,224.772,SupermarketType1,4,Medium,Tier1,OUT049,SoftDrinks,DRE60,2012,0.159582185
LowFat,,180.6002,GroceryStore,4,Small,Tier1,OUT019,Canned,FDW49,1998,0.14453827
LowFat,10,243.8144,SupermarketType1,4,Small,Tier1,OUT046,FruitsandVegetables,FDM20,2010,0.038685802
LowFat,7.445,73.3354,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDK48,2012,0.037690731
LowFat,20.1,108.7228,SupermarketType1,4,Small,Tier2,OUT035,Dairy,FDX50,2017,0.07461309
LowFat,,184.2608,GroceryStore,4,Small,Tier1,OUT019,Others,NCN14,1998,0.160936178
Regular,,181.766,SupermarketType3,4,Medium,Tier3,OUT027,SnackFoods,FDV57,1998,0.065577449
Regular,19.7,101.799,SupermarketType1,4,Medium,Tier2,OUT017,Meat,FDZ39,2020,0.018126724
Regular,20.7,92.7436,SupermarketType1,4,Small,Tier1,OUT046,Dairy,FDX27,2010,0.11411709
Regular,21.1,128.7994,SupermarketType1,4,Medium,Tier2,OUT045,Breakfast,FDO01,2015,0.020760673
LowFat,12.35,57.0246,SupermarketType1,4,Small,Tier2,OUT035,Canned,FDU25,2017,0.026676216
Regular,10.5,78.296,SupermarketType1,4,Medium,Tier2,OUT045,StarchyFoods,FDD59,2015,0.066315023
LowFat,6.405,128.1678,SupermarketType1,4,Small,Tier2,OUT035,SnackFoods,FDH22,2017,0.136275173
LowFat,16.75,39.1822,SupermarketType1,4,Medium,Tier2,OUT045,SnackFoods,FDQ22,2015,0.029799965
LowFat,14.7,48.2034,SupermarketType1,4,Medium,Tier1,OUT049,FruitsandVegetables,FDG57,2012,0.072410764
Regular,20,46.7744,SupermarketType1,4,Small,Tier2,OUT035,FruitsandVegetables,FDR20,2017,0.028118435
LowFat,,120.2124,GroceryStore,4,Small,Tier1,OUT019,SnackFoods,FDU22,1998,0.163350221
Regular,9.3,200.0084,SupermarketType2,4,Medium,Tier3,OUT018,SnackFoods,FDF34,2022,0.014076503
Regular,8.895,123.473,SupermarketType1,4,Small,Tier2,OUT035,SnackFoods,FDJ33,2017,0.088305478
Regular,,241.7538,SupermarketType3,4,Medium,Tier3,OUT027,FruitsandVegetables,FDS44,1998,0.15528831
Regular,19.7,101.199,SupermarketType1,4,Small,Tier2,OUT035,Meat,FDZ39,2017,0.018021361
LowFat,6.095,143.3154,SupermarketType1,4,Medium,Tier2,OUT017,Others,NCM31,2020,0.0816559
LF,11.65,152.3024,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDR48,2012,0.131708682
LF,12.1,76.667,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDY13,2012,0.030174246
LF,19.7,87.0198,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDA49,2012,0.0650227
LF,10.3,264.5226,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDY14,2012,0.070149088
LF,18.25,226.0062,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDK52,2012,0.079342006
LF,9.8,175.237,SupermarketType1,4,Medium,Tier1,OUT049,FruitsandVegetables,FDV31,2012,0
LF,17.2,162.4578,SupermarketType1,4,Medium,Tier1,OUT049,Meat,FDX15,2012,0.156541861
LF,20.5,154.034,SupermarketType1,4,Medium,Tier1,OUT049,Others,NCM26,2012,0.023179181
LF,12.85,43.5428,SupermarketType1,4,Medium,Tier1,OUT049,SnackFoods,FDH33,2012,0.121914662
LowFat,4.92,196.5084,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDT48,2012,0.046026479
LowFat,5.765,37.2164,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDW23,2012,0.0821398
LowFat,6.8,49.6034,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDW24,2012,0.037555348
LowFat,9.3,193.0136,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDB60,2012,0.028566433
LowFat,12.3,74.838,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDY36,2012,0.009425158
LowFat,13.5,84.654,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDH48,2012,0
LowFat,17.35,99.2016,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDP60,2012,0.056005781
LowFat,18,79.3618,SupermarketType1,4,Medium,Tier1,OUT049,BakingGoods,FDW48,2012,0.008554102
LowFat,12.5,197.2742,SupermarketType1,4,Medium,Tier1,OUT049,Breads,FDR35,2012,0.020729902
LowFat,17.1,85.5566,SupermarketType1,4,Medium,Tier1,OUT049,Breads,FDV47,2012,0
LowFat,17.85,196.9794,SupermarketType1,4,Medium,Tier1,OUT049,Breads,FDR47,2012,0.087604647
LowFat,19.5,156.4314,SupermarketType1,4,Medium,Tier1,OUT049,Breads,FDV35,2012,0.128405328
LowFat,8.06,229.7326,SupermarketType1,4,Medium,Tier1,OUT049,Breakfast,FDO37,2012,0.021409913
LowFat,5.905,222.1456,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDV25,2012,0.04572322
LowFat,6.3,207.927,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDO25,2012,0.127647181
LowFat,7,105.628,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDT49,2012,0
LowFat,7.655,114.3492,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDS37,2012,0.031994534
LowFat,8.5,51.5324,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDW13,2012,0.098036903
LowFat,8.645,50.6982,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDJ50,2012,0.021619564
LowFat,11.1,83.0908,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDQ13,2012,0.010658153
LowFat,11.6,178.2686,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDS01,2012,0
LowFat,15.2,216.9824,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDP25,2012,0.021240491
LowFat,15.85,37.8506,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDA13,2012,0.07867708
LowFat,16.2,100.47,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDX37,2012,0.063127333
LowFat,17.25,76.0986,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDO38,2012,0.072952298
LowFat,18,155.0972,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDL26,2012,0.073306615
LowFat,18.85,257.833,SupermarketType1,4,Medium,Tier1,OUT049,Canned,FDG26,2012,0.042716162
LowFat,5.44,238.7538,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDA38,2012,0.025519534
LowFat,7.575,196.8768,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDB27,2012,0.055476238
LowFat,7.935,51.235,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDZ27,2012,0.017182935
LowFat,9.27,147.905,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDQ14,2012,0.061883353
LowFat,12.1,165.3526,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,DRG51,2012,0.011557563
LowFat,13.1,168.4158,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDW50,2012,0.075695552
LowFat,13.1,119.2782,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDZ15,2012,0.020903193
LowFat,14.1,231.9668,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,DRJ51,2012,0
LowFat,14.15,54.2982,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,DRG39,2012,0.042246575
LowFat,15.6,242.3854,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDC04,2012,0.045055587
LowFat,16.75,173.0106,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDV02,2012,0.06063976
LowFat,17.75,257.2672,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDB52,2012,0.03048292
LowFat,19.25,54.5956,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDV38,2012,0.101932076
LowFat,19.85,266.1884,SupermarketType1,4,Medium,Tier1,OUT049,Dairy,FDK51,2012,0.005243282
LowFat,5.765,122.5098,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDO28,2012,0.072410764
LowFat,6.365,60.1536,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDY52,2012,0.007359711
LowFat,6.4,39.2796,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDQ04,2012,0.084885375
LowFat,7.075,98.1068,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDR04,2012,0.022602061
LowFat,8.935,54.9298,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDZ40,2012,0.040245222
LowFat,9.195,58.6246,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDJ16,2012,0.115064263
LowFat,13.3,151.6708,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDT28,2012,0.063664998
LowFat,13.35,147.6392,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDB53,2012,0.139669224
LowFat,16.2,43.3454,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDD53,2012,0.044291251
LowFat,17,249.7434,SupermarketType1,4,Medium,Tier1,OUT049,FrozenFoods,FDQ52,2012,0.119570595
